convo_id,msg_count_5min,tokens_5min,avg_tokens_per_msg,model_tier,user_tier,total_cost_usd,msg_count_5min_norm,tokens_5min_norm,avg_tokens_per_msg_norm,model_tier_norm,user_tier_norm,cost_per_token,cost_per_message,token_efficiency,msg_density,z_score_cost,z_score_tokens,z_anomaly_flag,iqr_lower_bound,iqr_upper_bound,iqr_outlier_flag,cost_decile,high_cost_flag,model_tier_encoded,user_tier_encoded,iso_anomaly_flag,model_tier_label,user_tier_label
WJ104,3,2490,830.0,3,3,1.49,0.05555555555555555,0.819419562880688,0.5528935020625038,1.0,1.0,0.0005981533520674428,0.3725,1670.0201207243463,0.0012043356081894822,2.0757435656016083,1.1691505106387219,0,-0.61375,1.7962500000000001,0,10,0,2,2,1,Premium,Enterprise
IX263,2,2267,1133.5,3,1,1.36,0.0,0.7395198853457542,0.7578735959054496,1.0,0.0,0.0005996472663139331,0.45333333333333337,1665.686994856723,0.0008818342151675485,1.7663774742094838,0.8872418437456681,0,-0.61375,1.7962500000000001,0,10,0,2,0,1,Premium,Free
RU196,2,2219,1109.5,3,2,1.33,0.0,0.7223217484772483,0.7416642968865674,1.0,0.5,0.0005990990990990991,0.44333333333333336,1667.1675432006011,0.0009009009009009009,1.6949852992728396,0.8265619513202574,0,-0.61375,1.7962500000000001,0,10,0,2,1,1,Premium,Pro
XO655,2,2189,1094.5,3,1,1.31,0.0,0.7115729129344321,0.7315334849997662,1.0,0.0,0.0005981735159817352,0.4366666666666667,1669.717772692601,0.0009132420091324201,1.6473905159817432,0.7886370185543757,0,-0.61375,1.7962500000000001,0,10,0,2,0,1,Premium,Free
FU566,2,2191,1095.5,3,3,1.31,0.0,0.7122895019706198,0.7322088724588863,1.0,1.0,0.0005976277372262774,0.4366666666666667,1671.2433257055684,0.0009124087591240876,1.6473905159817432,0.7911653474054345,0,-0.61375,1.7962500000000001,0,10,0,2,2,1,Premium,Enterprise
YM137,2,2851,1425.5,2,3,1.14,0.0,0.9487638839125762,0.9550867339685144,0.5,1.0,0.00039971949509116407,0.37999999999999995,2498.685363716039,0.0007012622720897616,1.242834858007426,1.6255138682548311,0,-0.61375,1.7962500000000001,0,9,0,1,2,1,Standard,Enterprise
JA636,2,1884,942.0,3,3,1.13,0.0,0.6022930849158008,0.6285368974839532,1.0,1.0,0.0005994694960212201,0.37666666666666665,1665.7824933687007,0.0010610079575596816,1.219037466361878,0.40306686876791226,0,-0.61375,1.7962500000000001,0,9,0,2,2,1,Premium,Enterprise
XL426,2,1834,917.0,3,2,1.1,0.0,0.5843783590111071,0.6116522110059511,1.0,0.5,0.0005994550408719347,0.3666666666666667,1665.7584014532245,0.0010899182561307902,1.1476452914252342,0.3398586474914428,0,-0.61375,1.7962500000000001,0,9,0,2,1,1,Premium,Pro
SP639,2,2714,1357.0,2,3,1.09,0.0,0.8996775349337155,0.9088226930187885,0.5,1.0,0.00040147329650092083,0.36333333333333334,2487.62603116407,0.0007366482504604051,1.1238478997796861,1.4523233419573047,0,-0.61375,1.7962500000000001,0,9,0,1,2,1,Standard,Enterprise
MP489,2,1811,905.5,3,1,1.09,0.0,0.5761375850949481,0.6038852552260702,1.0,0.0,0.0006015452538631347,0.36333333333333334,1659.9450045829515,0.0011037527593818985,1.1238478997796861,0.3107828657042669,0,-0.61375,1.7962500000000001,0,9,0,2,0,1,Premium,Free
QI130,2,2632,1316.0,2,2,1.05,0.0,0.8702973844500179,0.8811318071948651,0.5,0.5,0.0003987846562856058,0.35000000000000003,2504.281636536632,0.0007595898214963919,1.028658333197494,1.348661859063895,0,-0.61375,1.7962500000000001,0,9,0,1,1,1,Standard,Pro
YU593,2,1598,799.0,3,2,0.96,0.0,0.49982085274095306,0.5319564908297811,1.0,0.5,0.000600375234521576,0.32,1662.8511966701353,0.0012507817385866166,0.8144818083875612,0.04151584306650709,0,-0.61375,1.7962500000000001,0,8,0,2,1,1,Premium,Pro
UA385,2,2291,1145.5,2,2,0.92,0.0,0.7481189537800071,0.7659782454148906,0.5,0.5,0.00040139616055846425,0.3066666666666667,2487.513572204126,0.0008726003490401396,0.7192922418053692,0.9175817899583735,0,-0.61375,1.7962500000000001,0,8,0,1,1,1,Standard,Pro
ZC523,2,2244,1122.0,2,2,0.9,0.0,0.7312791114295951,0.7501066401255686,0.5,0.5,0.00040089086859688197,0.3,2490.566037735849,0.0008908685968819599,0.671697458514273,0.8581660619584922,0,-0.61375,1.7962500000000001,0,8,0,1,1,1,Standard,Pro
IZ703,2,2984,1492.0,1,2,0.6,0.0,0.9964170548190613,1.0,0.0,0.5,0.00020100502512562814,0.19999999999999998,4965.058236272878,0.0006700167504187605,-0.04222429085216872,1.7936477368502397,0,-0.61375,1.7962500000000001,0,6,0,0,1,1,Basic,Pro
AD228,3,2990,996.6666667,1,3,0.6,0.05555555555555555,0.9985668219276245,0.6654580786050308,0.0,1.0,0.00020060180541624874,0.15,4975.04159733777,0.0010030090270812437,-0.04222429085216872,1.801232723403416,0,-0.61375,1.7962500000000001,0,6,0,0,2,1,Basic,Enterprise
EG381,3,2925,975.0,1,1,0.59,0.05555555555555555,0.9752776782515228,0.6508246836349161,0.0,0.0,0.00020164046479835952,0.1475,4949.238578680203,0.0010252904989747095,-0.0660216824977168,1.7190620357440058,0,-0.61375,1.7962500000000001,0,6,0,0,0,1,Basic,Free
NE711,2,2928,1464.0,1,1,0.59,0.0,0.9763525618058043,0.9810891511446376,0.0,0.0,0.00020143393649709796,0.19666666666666666,4954.314720812183,0.0006828269033799932,-0.0660216824977168,1.722854529020594,0,-0.61375,1.7962500000000001,0,6,0,0,0,1,Basic,Free
DH142,2,2911,1455.5,1,2,0.58,0.0,0.9702615549982085,0.9753483577421169,0.0,0.5,0.00019917582417582416,0.19333333333333333,5010.327022375215,0.0006868131868131869,-0.08981907414326487,1.7013637337865943,0,-0.61375,1.7962500000000001,0,6,0,0,1,1,Basic,Pro
LA734,2,2760,1380.0,1,1,0.55,0.0,0.9161590827660336,0.9243566045785505,0.0,0.0,0.00019920318725099602,0.18333333333333335,5009.074410163339,0.0007243752263672582,-0.16121124907990883,1.5104749055316566,0,-0.61375,1.7962500000000001,0,6,0,0,0,1,Basic,Free
TS215,2,2424,1212.0,1,1,0.48,0.0,0.7957721246864923,0.8108915114463762,0.0,0.0,0.0001979381443298969,0.16,5039.5010395010395,0.0008247422680412372,-0.3277929905987454,1.0857156585537822,0,-0.61375,1.7962500000000001,0,5,0,0,0,1,Basic,Free
KK320,2,2191,1095.5,1,1,0.44,0.0,0.7122895019706198,0.7322088724588863,0.0,0.0,0.00020072992700729926,0.14666666666666667,4968.253968253968,0.0009124087591240876,-0.4229825571809375,0.7911653474054345,0,-0.61375,1.7962500000000001,0,5,0,0,0,1,Basic,Free
SS043,2,2127,1063.5,1,3,0.43,0.0,0.689358652812612,0.7105964737670436,0.0,1.0,0.00020206766917293232,0.14333333333333334,4935.034802784223,0.0009398496240601503,-0.44677994882648564,0.7102588241715537,0,-0.61375,1.7962500000000001,0,4,0,0,2,1,Basic,Enterprise
SZ298,2,1870,935.0,1,2,0.37,0.0,0.5972769616624866,0.6238091852701126,0.0,0.5,0.0001977552111170497,0.12333333333333334,5040.431266846361,0.0010689470871191875,-0.5895642986997739,0.3853685668105008,0,-0.61375,1.7962500000000001,0,4,0,0,1,1,Basic,Pro
QD558,2,1780,890.0,1,1,0.36,0.0,0.5650304550340379,0.5934167496097088,0.0,0.0,0.00020213363279056708,0.12,4930.747922437673,0.0011229646266142617,-0.6133616903453221,0.2715937685128558,0,-0.61375,1.7962500000000001,0,4,0,0,0,1,Basic,Free
VS563,2,1710,855.0,1,1,0.34,0.0,0.5399498387674668,0.5697781885405059,0.0,0.0,0.00019871420222092345,0.11333333333333334,5014.66275659824,0.0011689070718877848,-0.6609564736364181,0.18310225872579863,0,-0.61375,1.7962500000000001,0,4,0,0,0,1,Basic,Free
OR054,2,1454,727.0,1,2,0.29,0.0,0.44822644213543533,0.483328593773135,0.0,0.5,0.0001993127147766323,0.09666666666666666,4996.563573883162,0.0013745704467353953,-0.7799434318641584,-0.14052383420972486,0,-0.61375,1.7962500000000001,0,3,0,0,1,1,Basic,Pro
