convo_id,msg_count_5min,tokens_5min,avg_tokens_per_msg,model_tier,user_tier,total_cost_usd,msg_count_5min_norm,tokens_5min_norm,avg_tokens_per_msg_norm,model_tier_norm,user_tier_norm,cost_per_token,cost_per_message,token_efficiency,msg_density,z_score_cost,z_score_tokens,z_anomaly_flag,iqr_lower_bound,iqr_upper_bound,iqr_outlier_flag,cost_decile,high_cost_flag,model_tier_encoded,user_tier_encoded,iso_anomaly_flag,model_tier_label,user_tier_label
ZJ014,6,1187,197.8333333,3,1,0.71,0.2222222222222222,0.3525618058043712,0.1259360632995771,1.0,0.0,0.0005976430976430976,0.10142857142857142,1669.479606188467,0.005050505050505051,0.21954701724885986,-0.47805573582607164,0,-0.61375,1.7962500000000001,0,7,0,2,0,0,Premium,Free
BV015,7,2486,355.1428571,2,2,0.99,0.2777777777777778,0.8179863848083124,0.23218094287424967,0.5,0.5,0.00039806996381182145,0.12375,2508.577194752775,0.0028146361077603537,0.8858739833242054,1.1640938529366043,0,-0.61375,1.7962500000000001,0,9,0,1,1,0,Standard,Pro
JI016,15,1161,77.4,3,2,0.7,0.7222222222222222,0.34324614833393047,0.0445969003287278,1.0,0.5,0.0006024096385542168,0.04375,1656.2054208273896,0.012908777969018933,0.19574962560331177,-0.5109240108898357,0,-0.61375,1.7962500000000001,0,7,0,2,1,0,Premium,Pro
XB017,10,2444,244.4,2,3,0.98,0.4444444444444444,0.8029380150483698,0.157386606001782,0.5,1.0,0.00040081799591002045,0.0890909090909091,2491.335372069317,0.00408997955010225,0.8620765916786574,1.11099894706437,0,-0.61375,1.7962500000000001,0,8,0,1,2,0,Standard,Enterprise
QN018,6,1259,209.8333333,1,2,0.25,0.2222222222222222,0.37835901110713005,0.13404071280901814,0.0,0.5,0.0001984126984126984,0.03571428571428571,5015.93625498008,0.004761904761904762,-0.8751329984463506,-0.38703589718795567,0,-0.61375,1.7962500000000001,0,3,0,0,1,0,Basic,Pro
MW019,5,2679,535.8,2,2,1.07,0.16666666666666666,0.88713722680043,0.3541945115893747,0.5,0.5,0.0003992537313432836,0.17833333333333334,2501.4005602240895,0.0018656716417910447,1.07625311648859,1.4080775870637763,0,-0.61375,1.7962500000000001,0,9,0,1,1,0,Standard,Pro
DB020,19,505,26.57894737,2,1,0.2,0.9444444444444444,0.1082049444643497,0.010272998723143977,0.5,0.0,0.0003952569169960474,0.01,2512.4378109452737,0.037549407114624504,-0.9941199566740908,-1.3402158740371146,0,-0.61375,1.7962500000000001,0,2,0,1,0,0,Standard,Free
IB021,10,2832,283.2,3,1,1.7,0.4444444444444444,0.9419562880687925,0.18359163941564127,1.0,0.0,0.0006000705965407694,0.15454545454545454,1664.9029982363318,0.0035298270384751147,2.575488790158117,1.6014947441697727,0,-0.61375,1.7962500000000001,0,10,1,2,0,0,Premium,Free
NI022,7,1838,262.5714286,2,1,0.74,0.2777777777777778,0.5858115370834827,0.16965936099251802,0.5,0.0,0.0004023926046764546,0.0925,2480.4318488529016,0.0038064165307232192,0.29093919218550407,0.3449153051935604,0,-0.61375,1.7962500000000001,0,7,0,1,0,0,Standard,Free
UO023,3,396,132.0,2,1,0.16,0.05555555555555555,0.06915084199211752,0.08147305559668444,0.5,0.0,0.00040302267002518893,0.04,2459.6273291925463,0.007556675062972292,-1.089309523256283,-1.478009796419818,0,-0.61375,1.7962500000000001,0,2,0,1,0,0,Standard,Free
AO024,19,985,51.84210526,1,3,0.2,0.9444444444444444,0.28018631314940884,0.0273354187398206,0.0,1.0,0.0002028397565922921,0.01,4900.497512437811,0.019269776876267748,-0.9941199566740908,-0.7334169497830082,0,-0.61375,1.7962500000000001,0,2,0,0,2,0,Basic,Enterprise
EK025,12,1719,143.25,2,1,0.69,0.5555555555555556,0.5431744894303118,0.08907116451178539,0.5,0.0,0.0004011627906976744,0.05307692307692307,2487.6989869753984,0.0069767441860465115,0.1719522339577637,0.1944797385555631,0,-0.61375,1.7962500000000001,0,7,0,1,0,0,Standard,Free
VN026,12,2824,235.3333333,2,1,1.13,0.5555555555555556,0.9390899319240416,0.1512630930165803,0.5,0.0,0.00039999999999999996,0.08692307692307691,2496.905393457118,0.004247787610619469,1.219037466361878,1.5913814287655377,0,-0.61375,1.7962500000000001,0,9,0,1,0,0,Standard,Free
NN027,18,1475,81.94444444,3,1,0.89,0.8888888888888888,0.45575062701540664,0.04766616111217179,1.0,0.0,0.0006029810298102982,0.04684210526315789,1655.4433221099887,0.012195121951219513,0.6479000668687249,-0.11397638127360772,0,-0.61375,1.7962500000000001,0,8,0,2,0,0,Premium,Free
FC028,7,551,78.71428571,2,3,0.22,0.2777777777777778,0.12468649229666787,0.04548455241496253,0.5,1.0,0.00039855072463768114,0.0275,2493.212669683258,0.012681159420289856,-0.9465251733829948,-1.282064310462763,0,-0.61375,1.7962500000000001,0,2,0,1,2,0,Standard,Enterprise
BD029,11,1440,130.9090909,1,3,0.29,0.5,0.4432103188821211,0.08073626927150446,0.0,1.0,0.00020124913254684245,0.024166666666666666,4948.453608247423,0.007633587786259542,-0.7799434318641584,-0.15822213616713632,0,-0.61375,1.7962500000000001,0,3,0,0,2,0,Basic,Enterprise
ML030,10,1302,130.2,2,3,0.52,0.4444444444444444,0.3937656753851666,0.08025735817026827,0.5,1.0,0.00039907904834996167,0.04727272727272727,2499.040307101727,0.007674597083653108,-0.23260342401655307,-0.33267682689019196,0,-0.61375,1.7962500000000001,0,5,0,1,2,0,Standard,Enterprise
UI031,14,839,59.92857143,2,2,0.34,0.6666666666666666,0.22787531350770332,0.03279691657963743,0.5,0.5,0.0004047619047619048,0.02266666666666667,2460.4105571847504,0.016666666666666666,-0.6609564736364181,-0.9179849559102989,0,-0.61375,1.7962500000000001,0,4,0,1,1,0,Standard,Pro
OL032,11,1013,92.09090909,3,2,0.61,0.5,0.29021855965603727,0.05451895609118705,1.0,0.5,0.0006015779092702169,0.050833333333333335,1657.937806873977,0.010848126232741617,-0.018426899206620644,-0.6980203458681853,0,-0.61375,1.7962500000000001,0,6,0,2,1,0,Premium,Pro
WE033,4,2923,730.75,2,1,1.17,0.1111111111111111,0.974561089215335,0.4858612967448353,0.5,0.0,0.0004001367989056087,0.23399999999999999,2496.157130657558,0.0013679890560875513,1.3142270329440704,1.7165337068929472,0,-0.61375,1.7962500000000001,0,9,0,1,0,0,Standard,Free
LI034,10,2942,294.2,2,3,1.18,0.4444444444444444,0.9813686850591186,0.1910209014659622,0.5,1.0,0.00040095141012572204,0.10727272727272727,2491.109229466554,0.0033978933061501867,1.3380244245896185,1.7405528309780054,0,-0.61375,1.7962500000000001,0,9,0,1,2,0,Standard,Enterprise
SI035,17,1900,111.7647059,2,3,0.76,0.8333333333333334,0.6080257972053028,0.06780639172993778,0.5,1.0,0.0003997895844292478,0.042222222222222223,2496.7148488830485,0.008942661756970016,0.33853397547660025,0.42329349957638246,0,-0.61375,1.7962500000000001,0,7,0,1,2,0,Standard,Enterprise
FN036,3,1267,422.3333333,3,3,0.76,0.05555555555555555,0.38122536725188105,0.2775605478720362,1.0,1.0,0.0005993690851735016,0.19,1664.9145860709593,0.002365930599369085,0.33853397547660025,-0.37692258178372057,0,-0.61375,1.7962500000000001,0,7,0,2,2,0,Premium,Enterprise
GM037,7,1570,224.2857143,2,3,0.63,0.2777777777777778,0.48978860623432463,0.14380166969084351,0.5,1.0,0.00040101845957988543,0.07875,2488.1141045958793,0.004455760661998727,0.029167884084475508,0.006119239151684208,0,-0.61375,1.7962500000000001,0,7,0,1,2,0,Standard,Enterprise
FL038,18,1335,74.16666667,3,1,0.8,0.8888888888888888,0.40558939448226444,0.0424131475464908,1.0,0.0,0.0005988023952095808,0.042105263157894736,1666.6666666666665,0.01347305389221557,0.43372354205879254,-0.29095940084772215,0,-0.61375,1.7962500000000001,0,7,0,2,0,0,Premium,Free
DX039,15,1815,121.0,1,1,0.36,0.7222222222222222,0.5775707631673236,0.0740437935463635,0.0,0.0,0.00019823788546255506,0.0225,5027.700831024931,0.008259911894273128,-0.6133616903453221,0.31583952340638444,0,-0.61375,1.7962500000000001,0,4,0,0,0,0,Basic,Free
BO040,15,584,38.93333333,1,1,0.12,0.7222222222222222,0.13651021139376568,0.01861699606565723,0.0,0.0,0.00020512820512820512,0.0075,4826.446280991736,0.02564102564102564,-1.1844990898384753,-1.240346884420293,0,-0.61375,1.7962500000000001,0,1,0,0,0,0,Basic,Free
VU041,20,1354,67.7,3,3,0.81,1.0,0.412396990326048,0.038045641975262966,1.0,1.0,0.0005977859778597786,0.038571428571428576,1669.5437731196052,0.014760147601476014,0.4575209337043406,-0.26694027676266374,0,-0.61375,1.7962500000000001,0,7,0,2,2,0,Premium,Enterprise
EB042,17,1580,92.94117647,3,2,0.95,0.8333333333333334,0.49337155141526334,0.055093216016537945,1.0,0.5,0.0006008855154965211,0.05277777777777778,1661.4090431125132,0.010752688172043012,0.7906844167420132,0.018760883406978096,0,-0.61375,1.7962500000000001,0,8,0,2,1,0,Premium,Pro
SS043,2,2127,1063.5,1,3,0.43,0.0,0.689358652812612,0.7105964737670436,0.0,1.0,0.00020206766917293232,0.14333333333333334,4935.034802784223,0.0009398496240601503,-0.44677994882648564,0.7102588241715537,0,-0.61375,1.7962500000000001,0,4,0,0,2,1,Basic,Enterprise
TO044,19,2120,111.5789474,2,3,0.85,0.9444444444444444,0.6868505911859548,0.06768093276861283,0.5,1.0,0.00040075436115040073,0.042499999999999996,2491.186839012926,0.008958038661008957,0.5527105002865327,0.701409673192848,0,-0.61375,1.7962500000000001,0,8,0,1,2,0,Standard,Enterprise
VT045,10,1002,100.2,1,3,0.2,0.4444444444444444,0.2862773199570047,0.05999573439666574,0.0,1.0,0.00019940179461615156,0.018181818181818184,4985.074626865671,0.009970089730807577,-0.9941199566740908,-0.7119261545490085,0,-0.61375,1.7962500000000001,0,2,0,0,2,0,Basic,Enterprise
ZV046,20,1531,76.55,2,3,0.61,1.0,0.47581512002866355,0.04402282098847572,0.5,1.0,0.00039817232375979113,0.029047619047619048,2505.7283142389524,0.013054830287206266,-0.018426899206620644,-0.04318317344396195,0,-0.61375,1.7962500000000001,0,6,0,1,2,0,Standard,Enterprise
CS047,10,2700,270.0,1,2,0.54,0.4444444444444444,0.8946614116804013,0.17467652495525615,0.0,0.5,0.0001999259533506109,0.049090909090909095,4990.7578558225505,0.0037023324694557573,-0.18500864072545692,1.4346250399998934,0,-0.61375,1.7962500000000001,0,6,0,0,1,0,Basic,Pro
XD048,16,339,21.1875,3,1,0.2,0.7777777777777778,0.04872805446076675,0.006631682782940012,1.0,0.0,0.0005882352941176471,0.011764705882352941,1686.5671641791043,0.047058823529411764,-0.9941199566740908,-1.5500671686749932,0,-0.61375,1.7962500000000001,0,2,0,2,0,0,Premium,Free
KO049,3,1991,663.6666667,1,1,0.4,0.05555555555555555,0.6406305983518452,0.4405540547180425,0.0,0.0,0.00020080321285140563,0.1,4965.0872817955105,0.0015060240963855422,-0.5181721237631297,0.5383324622995568,0,-0.61375,1.7962500000000001,0,4,0,0,0,0,Basic,Free
JZ050,6,525,87.5,3,3,0.32,0.2222222222222222,0.11537083482622716,0.051418313665840654,1.0,1.0,0.0006083650190114068,0.045714285714285714,1635.5140186915887,0.011406844106463879,-0.7085512569275142,-1.314932585526527,0,-0.61375,1.7962500000000001,0,3,0,2,2,0,Premium,Enterprise
EN051,18,1386,77.0,2,3,0.55,0.8888888888888888,0.42386241490505194,0.04432674534507976,0.5,1.0,0.0003965392934390772,0.028947368421052635,2515.426497277677,0.012977649603460706,-0.16121124907990883,-0.2264870151457233,0,-0.61375,1.7962500000000001,0,6,0,1,2,0,Standard,Enterprise
EX052,11,1196,108.7272727,1,2,0.24,0.5,0.3557864564672161,0.0657549474387428,0.0,0.5,0.00020050125313283206,0.02,4962.6556016597515,0.009189640768588136,-0.8989303900918987,-0.46667825599630713,0,-0.61375,1.7962500000000001,0,2,0,0,1,0,Basic,Pro
MS053,17,1425,83.82352941,2,2,0.57,0.8333333333333334,0.437835901110713,0.04893527153553084,0.5,0.5,0.00039971949509116407,0.03166666666666666,2495.621716287216,0.011921458625525946,-0.11361646578881295,-0.17718460255007715,0,-0.61375,1.7962500000000001,0,6,0,1,1,0,Standard,Pro
OR054,2,1454,727.0,1,2,0.29,0.0,0.44822644213543533,0.483328593773135,0.0,0.5,0.0001993127147766323,0.09666666666666666,4996.563573883162,0.0013745704467353953,-0.7799434318641584,-0.14052383420972486,0,-0.61375,1.7962500000000001,0,3,0,0,1,1,Basic,Pro
MM055,15,238,15.86666667,1,2,0.05,0.7222222222222222,0.012540308133285561,0.0030380586797898517,0.0,0.5,0.0002092050209205021,0.003125,4666.666666666666,0.06276150627615062,-1.3510808313573115,-1.6777477756534616,0,-0.61375,1.7962500000000001,0,1,0,0,1,0,Basic,Pro
WJ056,18,2802,155.6666667,3,3,1.68,0.8888888888888888,0.9312074525259764,0.09745722548503936,1.0,1.0,0.0005993578308954691,0.08842105263157894,1666.8649613325404,0.006421691045308598,2.527894006867021,1.563569811403891,0,-0.61375,1.7962500000000001,0,10,1,2,2,0,Premium,Enterprise
HT057,20,2302,115.1,1,3,0.46,1.0,0.7520601934790397,0.070059007537555,0.0,1.0,0.00019973947025618758,0.021904761904761906,4993.492407809111,0.008684324793747287,-0.3753877738898414,0.9314875986391967,0,-0.61375,1.7962500000000001,0,5,0,0,2,0,Basic,Enterprise
UA058,19,2631,138.4736842,2,1,1.05,0.9444444444444444,0.869939089931924,0.08584530071966828,0.5,0.0,0.000398936170212766,0.052500000000000005,2503.3301617507136,0.007218844984802432,1.028658333197494,1.3473976946383657,0,-0.61375,1.7962500000000001,0,9,0,1,0,0,Standard,Free
XY059,6,1124,187.3333333,3,1,0.67,0.2222222222222222,0.3299892511644572,0.11884449497881622,1.0,0.0,0.0005955555555555556,0.09571428571428572,1675.1117734724291,0.005333333333333333,0.12435745066666781,-0.5576980946344231,0,-0.61375,1.7962500000000001,0,7,0,2,0,0,Premium,Free
YJ060,20,2459,122.95,1,2,0.49,1.0,0.8083124328197778,0.07536079909164767,0.0,0.5,0.0001991869918699187,0.023333333333333334,5008.146639511202,0.008130081300813009,-0.3039955989531973,1.1299614134473108,0,-0.61375,1.7962500000000001,0,5,0,0,1,0,Basic,Pro
HB061,15,2548,169.8666667,2,2,1.02,0.7222222222222222,0.8402006449301326,0.10704772740454456,0.5,0.5,0.00040015692428403297,0.06375,2495.592556317336,0.005884660651235779,0.9572661582608497,1.2424720473194264,0,-0.61375,1.7962500000000001,0,9,0,1,1,0,Standard,Pro
FA062,7,938,134.0,1,3,0.19,0.2777777777777778,0.26334647079899676,0.0828238305149246,0.0,1.0,0.00020234291799787007,0.02375,4910.994764397906,0.007454739084132056,-1.0179173483196389,-0.7928326777828895,0,-0.61375,1.7962500000000001,0,2,0,0,2,0,Basic,Enterprise
UA063,5,1211,242.2,2,1,0.48,0.16666666666666666,0.36116087423862414,0.1559007535917178,0.5,0.0,0.000396039603960396,0.08,2517.671517671518,0.004125412541254125,-0.3277929905987454,-0.44771578961336633,0,-0.61375,1.7962500000000001,0,5,0,1,0,0,Standard,Free
PX064,11,2992,272.0,3,3,1.8,0.5,0.9992834109638122,0.17602729987349633,1.0,1.0,0.0006014032743067157,0.15,1661.2992781787896,0.0036752422318743734,2.8134627066135978,1.803761052254475,0,-0.61375,1.7962500000000001,1,10,1,2,2,1,Premium,Enterprise
DM065,3,880,293.3333333,1,3,0.18,0.05555555555555555,0.24256538874955214,0.19043556564554523,0.0,1.0,0.0002043132803632236,0.045,4861.878453038674,0.00340522133938706,-1.041714739965187,-0.866154214463594,0,-0.61375,1.7962500000000001,0,2,0,0,2,0,Basic,Enterprise
BF066,20,2489,124.45,3,2,1.49,1.0,0.8190612683625941,0.0763738802803278,1.0,0.5,0.0005983935742971887,0.07095238095238095,1669.3494299128104,0.008032128514056224,2.0757435656016083,1.1678863462131923,0,-0.61375,1.7962500000000001,0,10,0,2,1,0,Premium,Pro
AV067,16,1983,123.9375,3,3,1.19,0.7777777777777778,0.6377642422070943,0.07602774420752875,1.0,1.0,0.0005997983870967741,0.06999999999999999,1664.9874055415619,0.008064516129032258,1.3618218162351665,0.5282191468953217,0,-0.61375,1.7962500000000001,0,10,0,2,2,0,Premium,Enterprise
FB068,18,807,44.83333333,1,3,0.16,0.8888888888888888,0.2164098889286994,0.02260178207446573,0.0,1.0,0.00019801980198019803,0.008421052631578947,5012.422360248447,0.022277227722772276,-1.089309523256283,-0.9584382175272393,0,-0.61375,1.7962500000000001,0,2,0,0,2,0,Basic,Enterprise
OW069,19,1955,102.8947368,1,1,0.39,0.9444444444444444,0.6277319957004658,0.061815725837015126,0.0,0.0,0.00019938650306748466,0.0195,5000.0,0.009713701431492843,-0.5419695154086778,0.4928225429804988,0,-0.61375,1.7962500000000001,0,4,0,0,0,0,Basic,Free
MT070,2,649,324.5,3,3,0.39,0.0,0.15979935506986742,0.2114851414773008,1.0,1.0,0.0006000000000000001,0.13,1659.846547314578,0.003076923076923077,-0.5419695154086778,-1.1581761967608828,0,-0.61375,1.7962500000000001,0,4,0,2,2,0,Premium,Enterprise
WB071,18,1823,101.2777778,3,2,1.09,0.8888888888888888,0.5804371193120745,0.060723652006503766,1.0,0.5,0.0005975877192982457,0.05736842105263158,1670.9440879926674,0.009868421052631578,1.1238478997796861,0.32595283881061954,0,-0.61375,1.7962500000000001,0,9,0,2,1,0,Premium,Pro
QU072,7,2192,313.1428571,1,1,0.44,0.2777777777777778,0.7126477964887137,0.2038146695912061,0.0,0.0,0.00020063839489284087,0.055,4970.521541950114,0.0031919744642042863,-0.4229825571809375,0.792429511830964,0,-0.61375,1.7962500000000001,0,5,0,0,0,0,Basic,Free
VK073,17,318,18.70588235,2,3,0.13,0.8333333333333334,0.041203869580795416,0.004955629343798955,0.5,1.0,0.0004075235109717868,0.007222222222222223,2427.4809160305344,0.05329153605015674,-1.1607016981929272,-1.5766146216111103,0,-0.61375,1.7962500000000001,0,1,0,1,2,0,Standard,Enterprise
UG074,6,1794,299.0,3,2,1.08,0.2222222222222222,0.5700465782873522,0.19426276126973863,1.0,0.5,0.0006016713091922006,0.1542857142857143,1659.5744680851064,0.003342618384401114,1.100050508134138,0.2892920704702673,0,-0.61375,1.7962500000000001,0,9,0,2,1,0,Premium,Pro
ZT075,11,2994,272.1818182,3,3,1.8,0.5,1.0,0.17615009760561612,1.0,1.0,0.0006010016694490818,0.15,1662.4097723486952,0.003672787979966611,2.8134627066135978,1.8062893811055336,0,-0.61375,1.7962500000000001,1,10,1,2,2,1,Premium,Enterprise
UK076,3,780,260.0,1,2,0.16,0.05555555555555555,0.20673593694016482,0.16792265036405532,0.0,0.5,0.00020486555697823305,0.04,4844.72049689441,0.0038412291933418692,-1.089309523256283,-0.9925706570165328,0,-0.61375,1.7962500000000001,0,2,0,0,1,0,Basic,Pro
ON077,3,283,94.33333333,2,3,0.11,0.05555555555555555,0.028663561447509853,0.05603346130090994,0.5,1.0,0.0003873239436619718,0.0275,2549.5495495495497,0.01056338028169014,-1.2082964814840234,-1.620860376504639,0,-0.61375,1.7962500000000001,0,1,0,1,2,0,Standard,Enterprise
GO078,15,2945,196.3333333,2,2,1.18,0.7222222222222222,0.9824435686134002,0.12492298211089699,0.5,0.5,0.00040054310930074673,0.07375,2493.6494496189675,0.0050916496945010185,1.3380244245896185,1.7443453242545937,0,-0.61375,1.7962500000000001,0,9,0,1,1,0,Standard,Pro
ZM079,19,2169,114.1578947,1,2,0.43,0.9444444444444444,0.7044070225725546,0.06942272143276443,0.0,0.5,0.00019815668202764977,0.0215,5032.482598607889,0.008755760368663594,-0.44677994882648564,0.763353730043788,0,-0.61375,1.7962500000000001,0,4,0,0,1,0,Basic,Pro
JL080,14,219,15.64285714,2,2,0.09,0.6666666666666666,0.00573271228950197,0.002886900529996291,0.5,0.5,0.0004090909090909091,0.006,2406.5934065934066,0.06363636363636363,-1.2558912647751195,-1.7017668997385198,0,-0.61375,1.7962500000000001,0,1,0,1,1,0,Standard,Pro
PP081,18,1451,80.61111111,3,1,0.87,0.8888888888888888,0.4471515585811537,0.04676564450226297,1.0,0.0,0.0005991735537190083,0.045789473684210526,1665.9012629161882,0.012396694214876033,0.6003052835776288,-0.14431632748631304,0,-0.61375,1.7962500000000001,0,8,0,2,0,0,Premium,Free
QQ082,16,2163,135.1875,2,1,0.87,0.7777777777777778,0.7022572554639914,0.08362585312262971,0.5,0.0,0.0004020332717190388,0.051176470588235295,2483.352468427095,0.0073937153419593345,0.6003052835776288,0.7557687434906116,0,-0.61375,1.7962500000000001,0,8,0,1,0,0,Standard,Free
NA083,15,1667,111.1333333,3,1,1.0,0.7222222222222222,0.5245431744894303,0.06737997059386575,1.0,0.0,0.0005995203836930455,0.0625,1665.3346653346655,0.008992805755395683,0.9096713749697535,0.12874318842803492,0,-0.61375,1.7962500000000001,0,9,0,2,0,0,Premium,Free
VB084,6,2228,371.3333333,1,1,0.45,0.2222222222222222,0.7255463991400931,0.24311578745691187,0.0,0.0,0.0002018842530282638,0.0642857142857143,4940.133037694013,0.0026917900403768506,-0.39918516553538946,0.8379394311500219,0,-0.61375,1.7962500000000001,0,5,0,0,0,0,Basic,Free
DF085,12,793,66.08333333,2,1,0.32,0.5555555555555556,0.21139376567538518,0.03695376558076754,0.5,0.0,0.00040302267002518893,0.024615384615384615,2470.404984423676,0.015113350125944584,-0.7085512569275142,-0.9761365194846507,0,-0.61375,1.7962500000000001,0,3,0,1,0,0,Standard,Free
MV086,20,2510,125.5,1,3,0.5,1.0,0.8265854532425654,0.07708303711240388,0.0,1.0,0.00019912385503783353,0.023809523809523808,5009.9800399201595,0.00796495420151334,-0.2801982073076492,1.1944337991493095,0,-0.61375,1.7962500000000001,0,5,0,0,2,0,Basic,Enterprise
YS087,4,1609,402.25,2,1,0.64,0.1111111111111111,0.5037620924399857,0.2639965164238874,0.5,0.0,0.00039751552795031056,0.128,2510.1404056162246,0.002484472049689441,0.05296527573002358,0.05542165174733037,0,-0.61375,1.7962500000000001,0,7,0,1,0,0,Standard,Free
OC088,10,714,71.4,2,2,0.29,0.4444444444444444,0.1830884987459692,0.040544575574007286,0.5,0.5,0.00040559440559440556,0.026363636363636363,2453.6082474226805,0.013986013986013986,-0.7799434318641584,-1.0760055091014724,0,-0.61375,1.7962500000000001,0,3,0,1,1,0,Standard,Pro
SO089,4,792,198.0,1,2,0.16,0.1111111111111111,0.2110354711572913,0.12604862789861004,0.0,0.5,0.000201765447667087,0.032,4919.254658385093,0.005044136191677175,-1.089309523256283,-0.9774006839101802,0,-0.61375,1.7962500000000001,0,2,0,0,1,0,Basic,Pro
DY090,15,1659,110.6,3,3,1.0,0.7222222222222222,0.5216768183446793,0.06701976397151461,1.0,1.0,0.0006024096385542169,0.0625,1657.3426573426575,0.009036144578313253,0.9096713749697535,0.11862987302379979,0,-0.61375,1.7962500000000001,0,9,0,2,2,0,Premium,Enterprise
FU091,5,2803,560.6,3,1,1.68,0.16666666666666666,0.9315657470440702,0.37094412057555287,1.0,0.0,0.0005991440798858773,0.27999999999999997,1667.4598453301608,0.001783166904422254,2.527894006867021,1.5648339758294205,0,-0.61375,1.7962500000000001,0,10,1,2,0,1,Premium,Free
OC092,6,1802,300.3333333,1,1,0.36,0.2222222222222222,0.5729129344321032,0.19516327785938584,0.0,0.0,0.00019966722129783693,0.05142857142857143,4991.689750692521,0.0033277870216306157,-0.6133616903453221,0.2994053858745024,0,-0.61375,1.7962500000000001,0,4,0,0,0,0,Basic,Free
